,order_id,customer_id,product_id,quantity,order_date,product_name,category,price,Total Price,Year,Total_Price
602,O00603,C0047,P015,4,2022-09-06,Strategy,Home,352.12,1408.48,2022,1408.48
603,O00604,C0325,P047,1,2022-09-28,Standard,Footwear,386.97,386.97,2022,386.97
604,O00605,C0269,P091,4,2022-09-13,Foot,Clothing,157.58,630.32,2022,630.32
605,O00606,C0373,P066,5,2022-09-16,Such,Accessories,572.04,2860.2,2022,2860.2
606,O00607,C0487,P021,4,2022-09-16,Art,Electronics,938.65,3754.6,2022,3754.6
607,O00608,C0282,P049,1,2022-09-05,Town,Electronics,906.94,906.94,2022,906.94
608,O00609,C0394,P022,3,2022-09-06,Tax,Home,185.33,555.99,2022,555.99
609,O00610,C0290,P085,2,2022-09-07,Really,Electronics,185.69,371.38,2022,371.38
610,O00611,C0084,P019,2,2022-09-08,Feeling,Accessories,128.68,257.36,2022,257.36
611,O00612,C0394,P092,1,2022-09-02,Coach,Electronics,588.3,588.3,2022,588.3
612,O00613,C0215,P040,3,2022-09-14,Some,Electronics,380.06,1140.18,2022,1140.18
613,O00614,C0374,P099,4,2022-09-25,So,Electronics,698.17,2792.68,2022,2792.68
614,O00615,C0148,P081,2,2022-09-01,Change,Accessories,695.48,1390.96,2022,1390.96
615,O00616,C0061,P017,2,2022-09-30,Happen,Accessories,831.47,1662.94,2022,1662.94
616,O00617,C0002,P080,3,2022-09-09,Organization,Footwear,642.94,1928.8200000000002,2022,1928.8200000000002
617,O00618,C0007,P059,4,2022-09-14,Network,Home,894.42,3577.68,2022,3577.68
618,O00619,C0438,P064,5,2022-09-08,Likely,Home,745.23,3726.15,2022,3726.15
619,O00620,C0414,P001,5,2022-09-24,Stage,Clothing,534.93,2674.6499999999996,2022,2674.6499999999996
620,O00621,C0452,P064,2,2022-09-22,Likely,Home,745.23,1490.46,2022,1490.46
621,O00622,C0112,P076,4,2022-09-07,Amount,Electronics,154.17,616.68,2022,616.68
622,O00623,C0233,P053,4,2022-09-25,Be,Home,629.57,2518.28,2022,2518.28
623,O00624,C0041,P077,5,2022-09-07,Government,Clothing,233.11,1165.5500000000002,2022,1165.5500000000002
624,O00625,C0004,P032,5,2022-09-03,Most,Clothing,815.5,4077.5,2022,4077.5
625,O00626,C0143,P080,5,2022-09-06,Organization,Footwear,642.94,3214.7000000000003,2022,3214.7000000000003
626,O00627,C0420,P027,1,2022-09-30,Ahead,Clothing,144.07,144.07,2022,144.07
627,O00628,C0095,P019,1,2022-09-15,Feeling,Accessories,128.68,128.68,2022,128.68
628,O00629,C0335,P045,1,2022-09-28,Compare,Footwear,236.05,236.05,2022,236.05
629,O00630,C0357,P027,5,2022-10-28,Ahead,Clothing,144.07,720.3499999999999,2022,720.3499999999999
630,O00631,C0030,P014,5,2022-10-02,Yes,Footwear,414.78,2073.8999999999996,2022,2073.8999999999996
631,O00632,C0374,P081,5,2022-10-22,Change,Accessories,695.48,3477.4,2022,3477.4
632,O00633,C0045,P062,5,2022-10-19,Program,Clothing,315.16,1575.8000000000002,2022,1575.8000000000002
633,O00634,C0479,P091,3,2022-10-27,Foot,Clothing,157.58,472.74,2022,472.74
634,O00635,C0219,P078,3,2022-10-20,Where,Accessories,723.64,2170.92,2022,2170.92
635,O00636,C0133,P068,5,2022-10-10,Market,Accessories,877.38,4386.9,2022,4386.9
636,O00637,C0320,P046,2,2022-10-11,Around,Electronics,900.08,1800.16,2022,1800.16
637,O00638,C0315,P073,4,2022-10-30,Second,Electronics,131.85,527.4,2022,527.4
638,O00639,C0267,P094,4,2022-10-03,North,Electronics,613.4,2453.6,2022,2453.6
639,O00640,C0253,P024,5,2022-10-02,Night,Footwear,742.42,3712.1,2022,3712.1
640,O00641,C0120,P091,3,2022-10-04,Foot,Clothing,157.58,472.74,2022,472.74
641,O00642,C0100,P001,1,2022-10-14,Stage,Clothing,534.93,534.93,2022,534.93
642,O00643,C0013,P060,1,2022-10-06,Management,Home,789.65,789.65,2022,789.65
643,O00644,C0378,P027,5,2022-10-06,Ahead,Clothing,144.07,720.3499999999999,2022,720.3499999999999
644,O00645,C0213,P053,1,2022-10-22,Be,Home,629.57,629.57,2022,629.57
645,O00646,C0171,P045,5,2022-10-10,Compare,Footwear,236.05,1180.25,2022,1180.25
646,O00647,C0413,P082,2,2022-10-20,West,Footwear,545.01,1090.02,2022,1090.02
647,O00648,C0006,P082,2,2022-10-22,West,Footwear,545.01,1090.02,2022,1090.02
648,O00649,C0354,P037,3,2022-10-23,Store,Home,395.48,1186.44,2022,1186.44
649,O00650,C0405,P009,3,2022-10-23,Manage,Accessories,258.37,775.11,2022,775.11
650,O00651,C0154,P065,5,2022-10-20,Environmental,Electronics,38.36,191.8,2022,191.8
651,O00652,C0166,P099,1,2022-10-19,So,Electronics,698.17,698.17,2022,698.17
652,O00653,C0059,P088,3,2022-10-26,Trip,Electronics,403.85,1211.5500000000002,2022,1211.5500000000002
653,O00654,C0175,P051,5,2022-10-18,Part,Footwear,121.31,606.55,2022,606.55
654,O00655,C0316,P004,2,2022-10-06,Evening,Clothing,138.74,277.48,2022,277.48
655,O00656,C0100,P043,3,2022-10-31,Force,Clothing,748.87,2246.61,2022,2246.61
656,O00657,C0473,P087,4,2022-10-15,Body,Footwear,585.47,2341.88,2022,2341.88
657,O00658,C0470,P061,1,2022-10-24,Stage,Clothing,155.92,155.92,2022,155.92
658,O00659,C0331,P018,4,2022-10-19,Maybe,Accessories,965.2,3860.8,2022,3860.8
659,O00660,C0080,P081,4,2022-10-12,Change,Accessories,695.48,2781.92,2022,2781.92
660,O00661,C0457,P069,3,2022-10-30,Prepare,Accessories,345.37,1036.1100000000001,2022,1036.1100000000001
661,O00662,C0237,P053,1,2022-10-02,Be,Home,629.57,629.57,2022,629.57
662,O00663,C0428,P067,3,2022-10-03,Possible,Clothing,763.65,2290.95,2022,2290.95
663,O00664,C0290,P093,3,2022-10-25,Why,Clothing,508.36,1525.08,2022,1525.08
664,O00665,C0285,P069,1,2022-10-10,Prepare,Accessories,345.37,345.37,2022,345.37
665,O00666,C0107,P074,3,2022-10-11,Add,Electronics,400.3,1200.9,2022,1200.9
666,O00667,C0410,P046,1,2022-10-12,Around,Electronics,900.08,900.08,2022,900.08
667,O00668,C0497,P020,3,2022-10-29,Light,Accessories,732.21,2196.63,2022,2196.63
668,O00669,C0431,P004,3,2022-10-13,Evening,Clothing,138.74,416.22,2022,416.22
669,O00670,C0193,P081,5,2022-10-27,Change,Accessories,695.48,3477.4,2022,3477.4
670,O00671,C0432,P022,5,2022-10-03,Tax,Home,185.33,926.6500000000001,2022,926.6500000000001
671,O00672,C0311,P050,2,2022-10-25,Operation,Accessories,626.12,1252.24,2022,1252.24
672,O00673,C0305,P015,3,2022-10-14,Strategy,Home,352.12,1056.3600000000001,2022,1056.3600000000001
673,O00674,C0362,P041,1,2022-10-27,Behind,Footwear,465.37,465.37,2022,465.37
674,O00675,C0140,P053,1,2022-10-18,Be,Home,629.57,629.57,2022,629.57
675,O00676,C0255,P031,3,2022-10-03,Eat,Clothing,168.44,505.32,2022,505.32
676,O00677,C0232,P039,2,2022-10-10,Bed,Clothing,441.94,883.88,2022,883.88
677,O00678,C0269,P039,2,2022-10-16,Bed,Clothing,441.94,883.88,2022,883.88
678,O00679,C0058,P048,1,2022-10-05,Consumer,Clothing,545.84,545.84,2022,545.84
679,O00680,C0399,P026,1,2022-10-04,North,Accessories,842.62,842.62,2022,842.62
680,O00681,C0228,P065,1,2022-10-23,Environmental,Electronics,38.36,38.36,2022,38.36
681,O00682,C0410,P062,5,2022-10-28,Program,Clothing,315.16,1575.8000000000002,2022,1575.8000000000002
682,O00683,C0079,P025,3,2022-10-09,General,Accessories,576.6,1729.8000000000002,2022,1729.8000000000002
683,O00684,C0473,P062,5,2022-10-11,Program,Clothing,315.16,1575.8000000000002,2022,1575.8000000000002
684,O00685,C0159,P100,3,2022-10-17,Everything,Home,922.89,2768.67,2022,2768.67
685,O00686,C0074,P099,1,2022-10-14,So,Electronics,698.17,698.17,2022,698.17
686,O00687,C0421,P067,2,2022-10-17,Possible,Clothing,763.65,1527.3,2022,1527.3
687,O00688,C0106,P093,1,2022-10-07,Why,Clothing,508.36,508.36,2022,508.36
688,O00689,C0055,P050,1,2022-11-13,Operation,Accessories,626.12,626.12,2022,626.12
689,O00690,C0045,P055,4,2022-11-23,According,Footwear,143.58,574.32,2022,574.32
690,O00691,C0092,P091,5,2022-11-28,Foot,Clothing,157.58,787.9000000000001,2022,787.9000000000001
691,O00692,C0457,P076,4,2022-11-17,Amount,Electronics,154.17,616.68,2022,616.68
692,O00693,C0316,P046,3,2022-11-04,Around,Electronics,900.08,2700.2400000000002,2022,2700.2400000000002
693,O00694,C0171,P026,5,2022-11-01,North,Accessories,842.62,4213.1,2022,4213.1
694,O00695,C0041,P097,4,2022-11-10,Away,Home,932.46,3729.84,2022,3729.84
695,O00696,C0291,P017,1,2022-11-30,Happen,Accessories,831.47,831.47,2022,831.47
696,O00697,C0417,P090,4,2022-11-02,Perform,Electronics,947.55,3790.2,2022,3790.2
697,O00698,C0050,P059,3,2022-11-22,Network,Home,894.42,2683.2599999999998,2022,2683.2599999999998
698,O00699,C0351,P083,4,2022-11-28,Ready,Accessories,255.54,1022.16,2022,1022.16
699,O00700,C0241,P030,2,2022-11-20,Ask,Footwear,167.84,335.68,2022,335.68
700,O00701,C0074,P079,3,2022-11-28,Dream,Clothing,721.44,2164.32,2022,2164.32
701,O00702,C0468,P047,4,2022-11-03,Standard,Footwear,386.97,1547.88,2022,1547.88
702,O00703,C0094,P090,3,2022-11-11,Perform,Electronics,947.55,2842.6499999999996,2022,2842.6499999999996
703,O00704,C0404,P042,4,2022-11-15,Find,Accessories,304.87,1219.48,2022,1219.48
704,O00705,C0250,P004,1,2022-11-29,Evening,Clothing,138.74,138.74,2022,138.74
705,O00706,C0244,P015,3,2022-11-02,Strategy,Home,352.12,1056.3600000000001,2022,1056.3600000000001
706,O00707,C0246,P060,2,2022-11-04,Management,Home,789.65,1579.3,2022,1579.3
707,O00708,C0145,P099,3,2022-11-17,So,Electronics,698.17,2094.5099999999998,2022,2094.5099999999998
708,O00709,C0310,P074,2,2022-11-25,Add,Electronics,400.3,800.6,2022,800.6
709,O00710,C0261,P014,4,2022-11-22,Yes,Footwear,414.78,1659.12,2022,1659.12
710,O00711,C0419,P092,1,2022-11-24,Coach,Electronics,588.3,588.3,2022,588.3
711,O00712,C0167,P072,1,2022-11-10,Phone,Footwear,847.22,847.22,2022,847.22
712,O00713,C0406,P039,5,2022-11-01,Bed,Clothing,441.94,2209.7,2022,2209.7
713,O00714,C0237,P052,5,2022-11-19,List,Clothing,940.13,4700.65,2022,4700.65
714,O00715,C0212,P031,5,2022-11-25,Eat,Clothing,168.44,842.2,2022,842.2
715,O00716,C0125,P071,2,2022-11-10,Same,Electronics,115.08,230.16,2022,230.16
716,O00717,C0499,P062,4,2022-11-21,Program,Clothing,315.16,1260.64,2022,1260.64
717,O00718,C0034,P044,2,2022-11-29,Detail,Home,505.21,1010.42,2022,1010.42
718,O00719,C0417,P089,5,2022-11-07,Value,Accessories,464.7,2323.5,2022,2323.5
719,O00720,C0221,P056,5,2022-11-11,While,Footwear,795.06,3975.2999999999997,2022,3975.2999999999997
720,O00721,C0404,P044,5,2022-11-07,Detail,Home,505.21,2526.0499999999997,2022,2526.0499999999997
721,O00722,C0356,P031,2,2022-11-07,Eat,Clothing,168.44,336.88,2022,336.88
722,O00723,C0340,P086,1,2022-11-10,Edge,Home,908.91,908.91,2022,908.91
723,O00724,C0379,P092,5,2022-11-09,Coach,Electronics,588.3,2941.5,2022,2941.5
724,O00725,C0429,P063,1,2022-11-18,Table,Home,252.25,252.25,2022,252.25
725,O00726,C0304,P077,4,2022-11-11,Government,Clothing,233.11,932.44,2022,932.44
726,O00727,C0167,P072,1,2022-11-25,Phone,Footwear,847.22,847.22,2022,847.22
727,O00728,C0421,P057,2,2022-11-15,On,Accessories,621.97,1243.94,2022,1243.94
728,O00729,C0158,P052,1,2022-11-22,List,Clothing,940.13,940.13,2022,940.13
729,O00730,C0307,P014,5,2022-11-04,Yes,Footwear,414.78,2073.8999999999996,2022,2073.8999999999996
730,O00731,C0395,P049,3,2022-11-09,Town,Electronics,906.94,2720.82,2022,2720.82
731,O00732,C0254,P083,1,2022-11-05,Ready,Accessories,255.54,255.54,2022,255.54
732,O00733,C0047,P028,2,2022-11-06,Work,Home,796.29,1592.58,2022,1592.58
733,O00734,C0455,P075,1,2022-11-09,Some,Accessories,798.31,798.31,2022,798.31
734,O00735,C0388,P019,2,2022-11-04,Feeling,Accessories,128.68,257.36,2022,257.36
735,O00736,C0232,P069,3,2022-11-01,Prepare,Accessories,345.37,1036.1100000000001,2022,1036.1100000000001
736,O00737,C0200,P079,5,2022-11-20,Dream,Clothing,721.44,3607.2000000000003,2022,3607.2000000000003
737,O00738,C0229,P026,2,2022-11-18,North,Accessories,842.62,1685.24,2022,1685.24
738,O00739,C0349,P041,3,2022-11-17,Behind,Footwear,465.37,1396.1100000000001,2022,1396.1100000000001
739,O00740,C0292,P087,3,2022-11-04,Body,Footwear,585.47,1756.41,2022,1756.41
740,O00741,C0471,P056,3,2022-11-07,While,Footwear,795.06,2385.18,2022,2385.18
741,O00742,C0046,P075,1,2022-11-18,Some,Accessories,798.31,798.31,2022,798.31
742,O00743,C0314,P066,4,2022-11-12,Such,Accessories,572.04,2288.16,2022,2288.16
743,O00744,C0434,P017,3,2022-11-18,Happen,Accessories,831.47,2494.41,2022,2494.41
744,O00745,C0032,P048,5,2022-11-11,Consumer,Clothing,545.84,2729.2000000000003,2022,2729.2000000000003
745,O00746,C0496,P007,1,2022-11-09,Finish,Clothing,325.74,325.74,2022,325.74
746,O00747,C0361,P072,3,2022-11-05,Phone,Footwear,847.22,2541.66,2022,2541.66
747,O00748,C0057,P037,1,2022-11-23,Store,Home,395.48,395.48,2022,395.48
748,O00749,C0121,P056,5,2022-11-26,While,Footwear,795.06,3975.2999999999997,2022,3975.2999999999997
749,O00750,C0202,P081,3,2022-11-10,Change,Accessories,695.48,2086.44,2022,2086.44
750,O00751,C0365,P049,4,2022-11-19,Town,Electronics,906.94,3627.76,2022,3627.76
751,O00752,C0196,P056,5,2022-11-08,While,Footwear,795.06,3975.2999999999997,2022,3975.2999999999997
752,O00753,C0109,P085,2,2022-11-06,Really,Electronics,185.69,371.38,2022,371.38
753,O00754,C0244,P018,2,2022-11-03,Maybe,Accessories,965.2,1930.4,2022,1930.4
754,O00755,C0285,P050,3,2022-11-10,Operation,Accessories,626.12,1878.3600000000001,2022,1878.3600000000001
755,O00756,C0431,P054,2,2022-11-20,Follow,Electronics,338.23,676.46,2022,676.46
756,O00757,C0148,P086,2,2022-11-29,Edge,Home,908.91,1817.82,2022,1817.82
757,O00758,C0069,P002,1,2022-11-11,Least,Accessories,56.56,56.56,2022,56.56
758,O00759,C0332,P003,2,2022-11-18,Number,Home,339.92,679.84,2022,679.84
759,O00760,C0370,P063,4,2022-11-15,Table,Home,252.25,1009.0,2022,1009.0
760,O00761,C0500,P018,1,2022-11-02,Maybe,Accessories,965.2,965.2,2022,965.2
761,O00762,C0071,P083,4,2022-11-05,Ready,Accessories,255.54,1022.16,2022,1022.16
762,O00763,C0441,P059,5,2022-11-01,Network,Home,894.42,4472.099999999999,2022,4472.099999999999
763,O00764,C0477,P055,5,2022-11-16,According,Footwear,143.58,717.9000000000001,2022,717.9000000000001
764,O00765,C0093,P059,5,2022-11-29,Network,Home,894.42,4472.099999999999,2022,4472.099999999999
765,O00766,C0218,P071,4,2022-11-22,Same,Electronics,115.08,460.32,2022,460.32
766,O00767,C0197,P046,2,2022-11-02,Around,Electronics,900.08,1800.16,2022,1800.16
767,O00768,C0274,P100,1,2022-12-14,Everything,Home,922.89,922.89,2022,922.89
768,O00769,C0241,P059,5,2022-12-20,Network,Home,894.42,4472.099999999999,2022,4472.099999999999
769,O00770,C0464,P061,5,2022-12-01,Stage,Clothing,155.92,779.5999999999999,2022,779.5999999999999
770,O00771,C0376,P043,4,2022-12-19,Force,Clothing,748.87,2995.48,2022,2995.48
771,O00772,C0181,P038,3,2022-12-16,Black,Electronics,817.52,2452.56,2022,2452.56
772,O00773,C0086,P005,5,2022-12-28,Protect,Footwear,68.06,340.3,2022,340.3
773,O00774,C0384,P039,5,2022-12-24,Bed,Clothing,441.94,2209.7,2022,2209.7
774,O00775,C0134,P008,4,2022-12-08,Table,Clothing,810.83,3243.32,2022,3243.32
775,O00776,C0297,P022,5,2022-12-23,Tax,Home,185.33,926.6500000000001,2022,926.6500000000001
776,O00777,C0027,P085,3,2022-12-17,Really,Electronics,185.69,557.0699999999999,2022,557.0699999999999
777,O00778,C0415,P095,5,2022-12-09,Program,Clothing,23.02,115.1,2022,115.1
778,O00779,C0014,P037,4,2022-12-14,Store,Home,395.48,1581.92,2022,1581.92
779,O00780,C0043,P017,5,2022-12-30,Happen,Accessories,831.47,4157.35,2022,4157.35
780,O00781,C0040,P036,3,2022-12-18,News,Clothing,877.81,2633.43,2022,2633.43
781,O00782,C0068,P079,3,2022-12-19,Dream,Clothing,721.44,2164.32,2022,2164.32
782,O00783,C0141,P033,1,2022-12-12,The,Footwear,666.87,666.87,2022,666.87
783,O00784,C0380,P015,5,2022-12-02,Strategy,Home,352.12,1760.6,2022,1760.6
784,O00785,C0090,P076,2,2022-12-02,Amount,Electronics,154.17,308.34,2022,308.34
785,O00786,C0338,P058,3,2022-12-19,Job,Accessories,535.79,1607.37,2022,1607.37
786,O00787,C0414,P023,3,2022-12-16,Seem,Footwear,71.16,213.48,2022,213.48
787,O00788,C0401,P090,2,2022-12-23,Perform,Electronics,947.55,1895.1,2022,1895.1
788,O00789,C0249,P024,5,2022-12-12,Night,Footwear,742.42,3712.1,2022,3712.1
789,O00790,C0442,P005,3,2022-12-04,Protect,Footwear,68.06,204.18,2022,204.18
790,O00791,C0044,P019,5,2022-12-19,Feeling,Accessories,128.68,643.4000000000001,2022,643.4000000000001
791,O00792,C0479,P020,4,2022-12-16,Light,Accessories,732.21,2928.84,2022,2928.84
792,O00793,C0386,P053,4,2022-12-31,Be,Home,629.57,2518.28,2022,2518.28
793,O00794,C0122,P085,4,2022-12-23,Really,Electronics,185.69,742.76,2022,742.76
794,O00795,C0372,P082,2,2022-12-03,West,Footwear,545.01,1090.02,2022,1090.02
795,O00796,C0108,P074,3,2022-12-05,Add,Electronics,400.3,1200.9,2022,1200.9
796,O00797,C0028,P083,3,2022-12-24,Ready,Accessories,255.54,766.62,2022,766.62
797,O00798,C0387,P015,1,2022-12-24,Strategy,Home,352.12,352.12,2022,352.12
798,O00799,C0086,P060,4,2022-12-17,Management,Home,789.65,3158.6,2022,3158.6
799,O00800,C0244,P039,4,2022-12-28,Bed,Clothing,441.94,1767.76,2022,1767.76
800,O00801,C0383,P097,5,2022-12-25,Away,Home,932.46,4662.3,2022,4662.3
801,O00802,C0120,P049,4,2022-12-25,Town,Electronics,906.94,3627.76,2022,3627.76
802,O00803,C0243,P034,2,2022-12-09,Many,Electronics,525.45,1050.9,2022,1050.9
803,O00804,C0272,P056,1,2022-12-15,While,Footwear,795.06,795.06,2022,795.06
804,O00805,C0148,P058,4,2022-12-17,Job,Accessories,535.79,2143.16,2022,2143.16
805,O00806,C0348,P041,5,2022-12-03,Behind,Footwear,465.37,2326.85,2022,2326.85
806,O00807,C0350,P006,1,2022-12-17,Keep,Electronics,990.01,990.01,2022,990.01
807,O00808,C0470,P069,3,2022-12-29,Prepare,Accessories,345.37,1036.1100000000001,2022,1036.1100000000001
808,O00809,C0490,P056,5,2022-12-20,While,Footwear,795.06,3975.2999999999997,2022,3975.2999999999997
809,O00810,C0471,P084,3,2022-12-03,Pay,Home,348.97,1046.91,2022,1046.91
810,O00811,C0172,P035,3,2022-12-08,First,Clothing,362.04,1086.1200000000001,2022,1086.1200000000001
811,O00812,C0411,P013,3,2022-12-16,Drive,Electronics,474.22,1422.66,2022,1422.66
812,O00813,C0336,P075,4,2022-12-21,Some,Accessories,798.31,3193.24,2022,3193.24
813,O00814,C0237,P099,2,2022-12-24,So,Electronics,698.17,1396.34,2022,1396.34
814,O00815,C0376,P087,5,2022-12-22,Body,Footwear,585.47,2927.3500000000004,2022,2927.3500000000004
815,O00816,C0395,P025,5,2022-12-31,General,Accessories,576.6,2883.0,2022,2883.0
816,O00817,C0173,P087,2,2022-12-22,Body,Footwear,585.47,1170.94,2022,1170.94
817,O00818,C0161,P071,1,2022-12-03,Same,Electronics,115.08,115.08,2022,115.08
818,O00819,C0345,P002,1,2022-12-22,Least,Accessories,56.56,56.56,2022,56.56
819,O00820,C0007,P053,1,2022-12-21,Be,Home,629.57,629.57,2022,629.57
820,O00821,C0269,P014,4,2022-12-18,Yes,Footwear,414.78,1659.12,2022,1659.12
821,O00822,C0180,P029,3,2022-12-26,Believe,Electronics,205.62,616.86,2022,616.86
822,O00823,C0129,P025,1,2022-12-19,General,Accessories,576.6,576.6,2022,576.6
823,O00824,C0013,P080,1,2022-12-10,Organization,Footwear,642.94,642.94,2022,642.94
824,O00825,C0030,P077,2,2022-12-20,Government,Clothing,233.11,466.22,2022,466.22
825,O00826,C0487,P077,1,2022-12-02,Government,Clothing,233.11,233.11,2022,233.11
826,O00827,C0363,P016,1,2022-12-29,Mind,Footwear,929.88,929.88,2022,929.88
827,O00828,C0439,P078,2,2022-12-11,Where,Accessories,723.64,1447.28,2022,1447.28
828,O00829,C0373,P033,4,2023-01-22,The,Footwear,666.87,2667.48,2023,2667.48
829,O00830,C0010,P064,2,2023-01-25,Likely,Home,745.23,1490.46,2023,1490.46
830,O00831,C0335,P082,1,2023-01-29,West,Footwear,545.01,545.01,2023,545.01
831,O00832,C0478,P005,4,2023-01-21,Protect,Footwear,68.06,272.24,2023,272.24
832,O00833,C0137,P020,3,2023-01-19,Light,Accessories,732.21,2196.63,2023,2196.63
833,O00834,C0464,P051,5,2023-01-26,Part,Footwear,121.31,606.55,2023,606.55
834,O00835,C0002,P066,4,2023-01-31,Such,Accessories,572.04,2288.16,2023,2288.16
835,O00836,C0245,P056,4,2023-01-06,While,Footwear,795.06,3180.24,2023,3180.24
836,O00837,C0433,P094,1,2023-01-29,North,Electronics,613.4,613.4,2023,613.4
837,O00838,C0277,P029,1,2023-01-04,Believe,Electronics,205.62,205.62,2023,205.62
838,O00839,C0197,P089,4,2023-01-23,Value,Accessories,464.7,1858.8,2023,1858.8
839,O00840,C0063,P073,5,2023-01-06,Second,Electronics,131.85,659.25,2023,659.25
840,O00841,C0479,P046,3,2023-01-09,Around,Electronics,900.08,2700.2400000000002,2023,2700.2400000000002
841,O00842,C0350,P039,4,2023-01-10,Bed,Clothing,441.94,1767.76,2023,1767.76
842,O00843,C0029,P081,1,2023-01-15,Change,Accessories,695.48,695.48,2023,695.48
843,O00844,C0188,P069,3,2023-01-22,Prepare,Accessories,345.37,1036.1100000000001,2023,1036.1100000000001
844,O00845,C0042,P059,3,2023-01-30,Network,Home,894.42,2683.2599999999998,2023,2683.2599999999998
845,O00846,C0332,P026,2,2023-01-03,North,Accessories,842.62,1685.24,2023,1685.24
846,O00847,C0284,P006,4,2023-01-21,Keep,Electronics,990.01,3960.04,2023,3960.04
847,O00848,C0339,P025,3,2023-01-15,General,Accessories,576.6,1729.8000000000002,2023,1729.8000000000002
848,O00849,C0357,P050,1,2023-01-30,Operation,Accessories,626.12,626.12,2023,626.12
849,O00850,C0323,P089,3,2023-01-09,Value,Accessories,464.7,1394.1,2023,1394.1
850,O00851,C0250,P011,4,2023-01-25,Senior,Electronics,761.43,3045.72,2023,3045.72
851,O00852,C0377,P025,2,2023-01-14,General,Accessories,576.6,1153.2,2023,1153.2
852,O00853,C0019,P025,1,2023-01-23,General,Accessories,576.6,576.6,2023,576.6
853,O00854,C0369,P076,2,2023-01-29,Amount,Electronics,154.17,308.34,2023,308.34
854,O00855,C0251,P050,1,2023-01-22,Operation,Accessories,626.12,626.12,2023,626.12
855,O00856,C0406,P070,3,2023-01-25,Country,Home,822.15,2466.45,2023,2466.45
856,O00857,C0256,P069,4,2023-01-25,Prepare,Accessories,345.37,1381.48,2023,1381.48
857,O00858,C0495,P003,1,2023-01-11,Number,Home,339.92,339.92,2023,339.92
858,O00859,C0174,P008,3,2023-01-09,Table,Clothing,810.83,2432.4900000000002,2023,2432.4900000000002
859,O00860,C0404,P093,1,2023-01-06,Why,Clothing,508.36,508.36,2023,508.36
860,O00861,C0208,P016,2,2023-01-25,Mind,Footwear,929.88,1859.76,2023,1859.76
861,O00862,C0414,P084,5,2023-01-03,Pay,Home,348.97,1744.8500000000001,2023,1744.8500000000001
862,O00863,C0235,P087,5,2023-01-09,Body,Footwear,585.47,2927.3500000000004,2023,2927.3500000000004
863,O00864,C0077,P095,5,2023-01-25,Program,Clothing,23.02,115.1,2023,115.1
864,O00865,C0120,P010,1,2023-01-02,Able,Home,683.1,683.1,2023,683.1
865,O00866,C0377,P019,4,2023-01-13,Feeling,Accessories,128.68,514.72,2023,514.72
866,O00867,C0335,P003,4,2023-01-13,Number,Home,339.92,1359.68,2023,1359.68
867,O00868,C0465,P080,1,2023-01-11,Organization,Footwear,642.94,642.94,2023,642.94
868,O00869,C0125,P090,2,2023-01-02,Perform,Electronics,947.55,1895.1,2023,1895.1
869,O00870,C0008,P023,1,2023-01-09,Seem,Footwear,71.16,71.16,2023,71.16
870,O00871,C0464,P040,1,2023-01-31,Some,Electronics,380.06,380.06,2023,380.06
871,O00872,C0234,P079,2,2023-01-27,Dream,Clothing,721.44,1442.88,2023,1442.88
872,O00873,C0428,P076,1,2023-01-09,Amount,Electronics,154.17,154.17,2023,154.17
873,O00874,C0419,P014,1,2023-01-06,Yes,Footwear,414.78,414.78,2023,414.78
874,O00875,C0255,P077,5,2023-01-15,Government,Clothing,233.11,1165.5500000000002,2023,1165.5500000000002
875,O00876,C0113,P009,2,2023-01-03,Manage,Accessories,258.37,516.74,2023,516.74
876,O00877,C0219,P044,4,2023-01-16,Detail,Home,505.21,2020.84,2023,2020.84
877,O00878,C0167,P016,5,2023-01-30,Mind,Footwear,929.88,4649.4,2023,4649.4
878,O00879,C0280,P018,3,2023-01-07,Maybe,Accessories,965.2,2895.6000000000004,2023,2895.6000000000004
879,O00880,C0429,P028,1,2023-01-20,Work,Home,796.29,796.29,2023,796.29
880,O00881,C0304,P023,3,2023-01-13,Seem,Footwear,71.16,213.48,2023,213.48
881,O00882,C0033,P016,3,2023-01-06,Mind,Footwear,929.88,2789.64,2023,2789.64
882,O00883,C0073,P097,4,2023-01-21,Away,Home,932.46,3729.84,2023,3729.84
883,O00884,C0087,P090,3,2023-01-16,Perform,Electronics,947.55,2842.6499999999996,2023,2842.6499999999996
884,O00885,C0284,P022,4,2023-01-04,Tax,Home,185.33,741.32,2023,741.32
885,O00886,C0125,P075,1,2023-01-05,Some,Accessories,798.31,798.31,2023,798.31
886,O00887,C0069,P013,5,2023-01-18,Drive,Electronics,474.22,2371.1000000000004,2023,2371.1000000000004
887,O00888,C0193,P100,2,2023-01-25,Everything,Home,922.89,1845.78,2023,1845.78
888,O00889,C0009,P063,1,2023-01-14,Table,Home,252.25,252.25,2023,252.25
889,O00890,C0004,P001,2,2023-01-07,Stage,Clothing,534.93,1069.86,2023,1069.86
890,O00891,C0475,P012,5,2023-01-20,Section,Footwear,597.66,2988.2999999999997,2023,2988.2999999999997
891,O00892,C0455,P037,4,2023-01-21,Store,Home,395.48,1581.92,2023,1581.92
892,O00893,C0356,P099,4,2023-01-04,So,Electronics,698.17,2792.68,2023,2792.68
893,O00894,C0355,P017,2,2023-01-30,Happen,Accessories,831.47,1662.94,2023,1662.94
