,order_id,customer_id,product_id,quantity,order_date,product_name,category,price,name,age,gender,city,Total_Price
707,O00708,C0145,P099,3,2022-11-17,So,Electronics,698.17,James,59,Male,Tracystad,2094.5099999999998
708,O00709,C0310,P074,2,2022-11-25,Add,Electronics,400.3,Sarah,50,Female,Johnsonmouth,800.6
709,O00710,C0261,P014,4,2022-11-22,Yes,Footwear,414.78,Amanda,52,Female,Kristinburgh,1659.12
710,O00711,C0419,P092,1,2022-11-24,Coach,Electronics,588.3,Joseph,49,Female,Wilsonville,588.3
711,O00712,C0167,P072,1,2022-11-10,Phone,Footwear,847.22,Brent,62,Male,Davidstad,847.22
712,O00713,C0406,P039,5,2022-11-01,Bed,Clothing,441.94,Kirsten,23,Female,Lake Jacquelineview,2209.7
713,O00714,C0237,P052,5,2022-11-19,List,Clothing,940.13,Tamara,20,Male,West Davidburgh,4700.65
714,O00715,C0212,P031,5,2022-11-25,Eat,Clothing,168.44,Mackenzie,50,Male,New Brianna,842.2
715,O00716,C0125,P071,2,2022-11-10,Same,Electronics,115.08,Jodi,57,Male,Valdezberg,230.16
716,O00717,C0499,P062,4,2022-11-21,Program,Clothing,315.16,Rachel,52,Male,Anthonymouth,1260.64
717,O00718,C0034,P044,2,2022-11-29,Detail,Home,505.21,Raymond,32,Male,Torresshire,1010.42
718,O00719,C0417,P089,5,2022-11-07,Value,Accessories,464.7,Tiffany,23,Female,Ericatown,2323.5
719,O00720,C0221,P056,5,2022-11-11,While,Footwear,795.06,Hannah,21,Male,North Johnfurt,3975.2999999999997
720,O00721,C0404,P044,5,2022-11-07,Detail,Home,505.21,James,39,Female,Johnside,2526.0499999999997
721,O00722,C0356,P031,2,2022-11-07,Eat,Clothing,168.44,Nathan,59,Male,Gonzalezfort,336.88
722,O00723,C0340,P086,1,2022-11-10,Edge,Home,908.91,Daniel,52,Male,Garciaberg,908.91
723,O00724,C0379,P092,5,2022-11-09,Coach,Electronics,588.3,Roger,43,Female,Contreraschester,2941.5
724,O00725,C0429,P063,1,2022-11-18,Table,Home,252.25,Kenneth,34,Female,Lisastad,252.25
725,O00726,C0304,P077,4,2022-11-11,Government,Clothing,233.11,Scott,38,Male,Rosemouth,932.44
726,O00727,C0167,P072,1,2022-11-25,Phone,Footwear,847.22,Brent,62,Male,Davidstad,847.22
727,O00728,C0421,P057,2,2022-11-15,On,Accessories,621.97,Michael,64,Female,New Abigailton,1243.94
728,O00729,C0158,P052,1,2022-11-22,List,Clothing,940.13,William,46,Female,Port Kimberlytown,940.13
729,O00730,C0307,P014,5,2022-11-04,Yes,Footwear,414.78,Erin,24,Male,West Nicoleview,2073.8999999999996
730,O00731,C0395,P049,3,2022-11-09,Town,Electronics,906.94,Chelsea,32,Male,Foleymouth,2720.82
731,O00732,C0254,P083,1,2022-11-05,Ready,Accessories,255.54,Theresa,28,Female,Lake Beckyfort,255.54
732,O00733,C0047,P028,2,2022-11-06,Work,Home,796.29,Anthony,26,Male,Port Elizabethmouth,1592.58
733,O00734,C0455,P075,1,2022-11-09,Some,Accessories,798.31,Stephanie,33,Male,Danielmouth,798.31
734,O00735,C0388,P019,2,2022-11-04,Feeling,Accessories,128.68,Carrie,18,Male,Turnerborough,257.36
735,O00736,C0232,P069,3,2022-11-01,Prepare,Accessories,345.37,Kenneth,50,Male,Jenniferstad,1036.1100000000001
736,O00737,C0200,P079,5,2022-11-20,Dream,Clothing,721.44,Tina,29,Male,Beasleyland,3607.2000000000003
737,O00738,C0229,P026,2,2022-11-18,North,Accessories,842.62,Eric,39,Male,Melissafurt,1685.24
738,O00739,C0349,P041,3,2022-11-17,Behind,Footwear,465.37,Kenneth,38,Female,Huffmanville,1396.1100000000001
739,O00740,C0292,P087,3,2022-11-04,Body,Footwear,585.47,Rebecca,35,Female,East Edward,1756.41
740,O00741,C0471,P056,3,2022-11-07,While,Footwear,795.06,Wendy,56,Female,Craneport,2385.18
741,O00742,C0046,P075,1,2022-11-18,Some,Accessories,798.31,Jonathan,31,Male,Carolhaven,798.31
742,O00743,C0314,P066,4,2022-11-12,Such,Accessories,572.04,Amy,63,Male,Lake Vanessa,2288.16
743,O00744,C0434,P017,3,2022-11-18,Happen,Accessories,831.47,Lawrence,43,Male,West Lisabury,2494.41
744,O00745,C0032,P048,5,2022-11-11,Consumer,Clothing,545.84,Matthew,45,Female,Lake James,2729.2000000000003
745,O00746,C0496,P007,1,2022-11-09,Finish,Clothing,325.74,Stephanie,37,Male,Santosport,325.74
746,O00747,C0361,P072,3,2022-11-05,Phone,Footwear,847.22,Bradley,41,Female,Davidville,2541.66
747,O00748,C0057,P037,1,2022-11-23,Store,Home,395.48,Anthony,52,Male,New Douglasberg,395.48
748,O00749,C0121,P056,5,2022-11-26,While,Footwear,795.06,Christine,41,Male,Christopherborough,3975.2999999999997
749,O00750,C0202,P081,3,2022-11-10,Change,Accessories,695.48,Andrea,19,Male,Josephbury,2086.44
750,O00751,C0365,P049,4,2022-11-19,Town,Electronics,906.94,David,40,Female,East Kevinport,3627.76
751,O00752,C0196,P056,5,2022-11-08,While,Footwear,795.06,Deanna,49,Female,Glassshire,3975.2999999999997
752,O00753,C0109,P085,2,2022-11-06,Really,Electronics,185.69,Richard,22,Male,Darrentown,371.38
753,O00754,C0244,P018,2,2022-11-03,Maybe,Accessories,965.2,Jeremiah,37,Female,New Laurenview,1930.4
754,O00755,C0285,P050,3,2022-11-10,Operation,Accessories,626.12,Connie,57,Female,Geoffreychester,1878.3600000000001
755,O00756,C0431,P054,2,2022-11-20,Follow,Electronics,338.23,Scott,45,Female,Popeburgh,676.46
756,O00757,C0148,P086,2,2022-11-29,Edge,Home,908.91,Peter,56,Female,Lake James,1817.82
757,O00758,C0069,P002,1,2022-11-11,Least,Accessories,56.56,Sean,43,Male,Hebertport,56.56
758,O00759,C0332,P003,2,2022-11-18,Number,Home,339.92,Thomas,52,Male,Port Cassidy,679.84
759,O00760,C0370,P063,4,2022-11-15,Table,Home,252.25,Stephen,43,Male,North Autumnborough,1009.0
760,O00761,C0500,P018,1,2022-11-02,Maybe,Accessories,965.2,Jasmine,50,Male,North Mark,965.2
761,O00762,C0071,P083,4,2022-11-05,Ready,Accessories,255.54,Jacqueline,51,Male,South Evan,1022.16
762,O00763,C0441,P059,5,2022-11-01,Network,Home,894.42,Tyler,51,Male,East Shelly,4472.099999999999
763,O00764,C0477,P055,5,2022-11-16,According,Footwear,143.58,Nathan,27,Male,New Tiffany,717.9000000000001
764,O00765,C0093,P059,5,2022-11-29,Network,Home,894.42,Laura,62,Male,Priceside,4472.099999999999
765,O00766,C0218,P071,4,2022-11-22,Same,Electronics,115.08,Theodore,49,Male,East Mirandafurt,460.32
766,O00767,C0197,P046,2,2022-11-02,Around,Electronics,900.08,Keith,49,Male,New Lauren,1800.16
767,O00768,C0274,P100,1,2022-12-14,Everything,Home,922.89,Kevin,36,Female,East Benjamin,922.89
768,O00769,C0241,P059,5,2022-12-20,Network,Home,894.42,William,43,Male,Berryside,4472.099999999999
769,O00770,C0464,P061,5,2022-12-01,Stage,Clothing,155.92,Danielle,63,Male,Lake Calvin,779.5999999999999
770,O00771,C0376,P043,4,2022-12-19,Force,Clothing,748.87,Carlos,56,Male,Maryside,2995.48
771,O00772,C0181,P038,3,2022-12-16,Black,Electronics,817.52,Daniel,44,Male,Loganfurt,2452.56
772,O00773,C0086,P005,5,2022-12-28,Protect,Footwear,68.06,Kristen,41,Male,Lake Vicki,340.3
773,O00774,C0384,P039,5,2022-12-24,Bed,Clothing,441.94,Andrew,24,Female,Joeborough,2209.7
774,O00775,C0134,P008,4,2022-12-08,Table,Clothing,810.83,Kaylee,20,Male,Rodriguezstad,3243.32
775,O00776,C0297,P022,5,2022-12-23,Tax,Home,185.33,Sarah,33,Male,East Michael,926.6500000000001
776,O00777,C0027,P085,3,2022-12-17,Really,Electronics,185.69,Jeffrey,39,Female,Brandonmouth,557.0699999999999
777,O00778,C0415,P095,5,2022-12-09,Program,Clothing,23.02,Jeffrey,56,Female,Fostertown,115.1
778,O00779,C0014,P037,4,2022-12-14,Store,Home,395.48,Lindsey,57,Male,Robertberg,1581.92
779,O00780,C0043,P017,5,2022-12-30,Happen,Accessories,831.47,Tiffany,35,Male,East Annabury,4157.35
780,O00781,C0040,P036,3,2022-12-18,News,Clothing,877.81,Wayne,38,Female,Catherineshire,2633.43
781,O00782,C0068,P079,3,2022-12-19,Dream,Clothing,721.44,Kathy,35,Female,Gambleport,2164.32
782,O00783,C0141,P033,1,2022-12-12,The,Footwear,666.87,Scott,26,Female,Samuelland,666.87
783,O00784,C0380,P015,5,2022-12-02,Strategy,Home,352.12,Megan,52,Male,Tinaville,1760.6
784,O00785,C0090,P076,2,2022-12-02,Amount,Electronics,154.17,Jill,58,Female,South Jacobville,308.34
785,O00786,C0338,P058,3,2022-12-19,Job,Accessories,535.79,James,63,Male,Davidberg,1607.37
786,O00787,C0414,P023,3,2022-12-16,Seem,Footwear,71.16,Rachel,22,Female,New Elizabethland,213.48
787,O00788,C0401,P090,2,2022-12-23,Perform,Electronics,947.55,Gregory,39,Female,Deborahbury,1895.1
788,O00789,C0249,P024,5,2022-12-12,Night,Footwear,742.42,Brian,57,Male,Valeriehaven,3712.1
789,O00790,C0442,P005,3,2022-12-04,Protect,Footwear,68.06,Jacqueline,49,Female,West Staceystad,204.18
790,O00791,C0044,P019,5,2022-12-19,Feeling,Accessories,128.68,Jeffrey,21,Female,New Robert,643.4000000000001
791,O00792,C0479,P020,4,2022-12-16,Light,Accessories,732.21,Carrie,53,Female,South Tammybury,2928.84
792,O00793,C0386,P053,4,2022-12-31,Be,Home,629.57,Brady,62,Male,South Jeffrey,2518.28
793,O00794,C0122,P085,4,2022-12-23,Really,Electronics,185.69,David,54,Male,New Megan,742.76
794,O00795,C0372,P082,2,2022-12-03,West,Footwear,545.01,Eduardo,57,Female,Hunterstad,1090.02
795,O00796,C0108,P074,3,2022-12-05,Add,Electronics,400.3,William,50,Male,Jonathanport,1200.9
796,O00797,C0028,P083,3,2022-12-24,Ready,Accessories,255.54,Crystal,61,Male,Theodoreland,766.62
797,O00798,C0387,P015,1,2022-12-24,Strategy,Home,352.12,Zachary,37,Male,Port Matthew,352.12
798,O00799,C0086,P060,4,2022-12-17,Management,Home,789.65,Kristen,41,Male,Lake Vicki,3158.6
799,O00800,C0244,P039,4,2022-12-28,Bed,Clothing,441.94,Jeremiah,37,Female,New Laurenview,1767.76
800,O00801,C0383,P097,5,2022-12-25,Away,Home,932.46,Monica,30,Male,Gloriamouth,4662.3
801,O00802,C0120,P049,4,2022-12-25,Town,Electronics,906.94,Danielle,40,Male,Underwoodchester,3627.76
802,O00803,C0243,P034,2,2022-12-09,Many,Electronics,525.45,Margaret,36,Male,Allenside,1050.9
803,O00804,C0272,P056,1,2022-12-15,While,Footwear,795.06,Destiny,58,Male,Pamelachester,795.06
804,O00805,C0148,P058,4,2022-12-17,Job,Accessories,535.79,Peter,56,Female,Lake James,2143.16
805,O00806,C0348,P041,5,2022-12-03,Behind,Footwear,465.37,Misty,50,Female,Elliottburgh,2326.85
806,O00807,C0350,P006,1,2022-12-17,Keep,Electronics,990.01,Michael,49,Male,North Markton,990.01
807,O00808,C0470,P069,3,2022-12-29,Prepare,Accessories,345.37,David,38,Female,Tiffanyland,1036.1100000000001
808,O00809,C0490,P056,5,2022-12-20,While,Footwear,795.06,Jennifer,41,Female,Brightville,3975.2999999999997
809,O00810,C0471,P084,3,2022-12-03,Pay,Home,348.97,Wendy,56,Female,Craneport,1046.91
810,O00811,C0172,P035,3,2022-12-08,First,Clothing,362.04,Kelsey,61,Female,Karihaven,1086.1200000000001
811,O00812,C0411,P013,3,2022-12-16,Drive,Electronics,474.22,Kent,25,Male,East Adamfort,1422.66
812,O00813,C0336,P075,4,2022-12-21,Some,Accessories,798.31,Anna,47,Female,West Carlosport,3193.24
813,O00814,C0237,P099,2,2022-12-24,So,Electronics,698.17,Tamara,20,Male,West Davidburgh,1396.34
814,O00815,C0376,P087,5,2022-12-22,Body,Footwear,585.47,Carlos,56,Male,Maryside,2927.3500000000004
815,O00816,C0395,P025,5,2022-12-31,General,Accessories,576.6,Chelsea,32,Male,Foleymouth,2883.0
816,O00817,C0173,P087,2,2022-12-22,Body,Footwear,585.47,Anthony,37,Female,Carrilloberg,1170.94
817,O00818,C0161,P071,1,2022-12-03,Same,Electronics,115.08,Jeffrey,49,Female,South Davidview,115.08
818,O00819,C0345,P002,1,2022-12-22,Least,Accessories,56.56,Brian,63,Male,New Jeffreyton,56.56
819,O00820,C0007,P053,1,2022-12-21,Be,Home,629.57,James,56,Male,South Stacy,629.57
820,O00821,C0269,P014,4,2022-12-18,Yes,Footwear,414.78,Martin,54,Female,Haletown,1659.12
821,O00822,C0180,P029,3,2022-12-26,Believe,Electronics,205.62,John,18,Male,Hollyland,616.86
822,O00823,C0129,P025,1,2022-12-19,General,Accessories,576.6,Christopher,18,Male,Mariamouth,576.6
823,O00824,C0013,P080,1,2022-12-10,Organization,Footwear,642.94,Mindy,53,Female,Leemouth,642.94
824,O00825,C0030,P077,2,2022-12-20,Government,Clothing,233.11,Colin,44,Female,West Tonytown,466.22
825,O00826,C0487,P077,1,2022-12-02,Government,Clothing,233.11,Christina,62,Male,Rivasburgh,233.11
826,O00827,C0363,P016,1,2022-12-29,Mind,Footwear,929.88,James,64,Male,Leahmouth,929.88
827,O00828,C0439,P078,2,2022-12-11,Where,Accessories,723.64,Julie,18,Female,North Traci,1447.28
828,O00829,C0373,P033,4,2023-01-22,The,Footwear,666.87,Megan,50,Female,Mcmillanmouth,2667.48
829,O00830,C0010,P064,2,2023-01-25,Likely,Home,745.23,Jacqueline,28,Female,Tinatown,1490.46
830,O00831,C0335,P082,1,2023-01-29,West,Footwear,545.01,Robert,45,Female,Oconnellfort,545.01
831,O00832,C0478,P005,4,2023-01-21,Protect,Footwear,68.06,Tyrone,22,Female,Wolfefort,272.24
832,O00833,C0137,P020,3,2023-01-19,Light,Accessories,732.21,Audrey,43,Female,Mooreside,2196.63
833,O00834,C0464,P051,5,2023-01-26,Part,Footwear,121.31,Danielle,63,Male,Lake Calvin,606.55
834,O00835,C0002,P066,4,2023-01-31,Such,Accessories,572.04,William,46,Male,Port Charlesshire,2288.16
835,O00836,C0245,P056,4,2023-01-06,While,Footwear,795.06,Andrea,49,Female,North Courtneyborough,3180.24
836,O00837,C0433,P094,1,2023-01-29,North,Electronics,613.4,Richard,54,Female,North Robertbury,613.4
837,O00838,C0277,P029,1,2023-01-04,Believe,Electronics,205.62,James,37,Female,West Melissaville,205.62
838,O00839,C0197,P089,4,2023-01-23,Value,Accessories,464.7,Keith,49,Male,New Lauren,1858.8
839,O00840,C0063,P073,5,2023-01-06,Second,Electronics,131.85,Ashley,19,Male,Carolchester,659.25
840,O00841,C0479,P046,3,2023-01-09,Around,Electronics,900.08,Carrie,53,Female,South Tammybury,2700.2400000000002
841,O00842,C0350,P039,4,2023-01-10,Bed,Clothing,441.94,Michael,49,Male,North Markton,1767.76
842,O00843,C0029,P081,1,2023-01-15,Change,Accessories,695.48,Denise,42,Female,Darrellshire,695.48
843,O00844,C0188,P069,3,2023-01-22,Prepare,Accessories,345.37,Mark,44,Male,Port Tammyborough,1036.1100000000001
844,O00845,C0042,P059,3,2023-01-30,Network,Home,894.42,Chris,56,Male,Janetmouth,2683.2599999999998
845,O00846,C0332,P026,2,2023-01-03,North,Accessories,842.62,Thomas,52,Male,Port Cassidy,1685.24
846,O00847,C0284,P006,4,2023-01-21,Keep,Electronics,990.01,Robert,55,Male,Hoffmanberg,3960.04
847,O00848,C0339,P025,3,2023-01-15,General,Accessories,576.6,Cynthia,23,Male,South Baileyfurt,1729.8000000000002
848,O00849,C0357,P050,1,2023-01-30,Operation,Accessories,626.12,Cameron,48,Male,Sanchezberg,626.12
849,O00850,C0323,P089,3,2023-01-09,Value,Accessories,464.7,Mitchell,38,Male,Port Deannaberg,1394.1
850,O00851,C0250,P011,4,2023-01-25,Senior,Electronics,761.43,Ralph,56,Male,Maddenfurt,3045.72
851,O00852,C0377,P025,2,2023-01-14,General,Accessories,576.6,Joshua,46,Male,North Isabella,1153.2
852,O00853,C0019,P025,1,2023-01-23,General,Accessories,576.6,Karen,41,Female,South Denise,576.6
853,O00854,C0369,P076,2,2023-01-29,Amount,Electronics,154.17,Brooke,19,Female,Gailview,308.34
854,O00855,C0251,P050,1,2023-01-22,Operation,Accessories,626.12,Veronica,35,Female,Garciahaven,626.12
855,O00856,C0406,P070,3,2023-01-25,Country,Home,822.15,Kirsten,23,Female,Lake Jacquelineview,2466.45
856,O00857,C0256,P069,4,2023-01-25,Prepare,Accessories,345.37,Ashley,42,Female,New Laurenland,1381.48
857,O00858,C0495,P003,1,2023-01-11,Number,Home,339.92,Austin,44,Male,Mikeside,339.92
858,O00859,C0174,P008,3,2023-01-09,Table,Clothing,810.83,Richard,47,Female,Hernandezton,2432.4900000000002
859,O00860,C0404,P093,1,2023-01-06,Why,Clothing,508.36,James,39,Female,Johnside,508.36
860,O00861,C0208,P016,2,2023-01-25,Mind,Footwear,929.88,Brenda,45,Female,West Michellechester,1859.76
861,O00862,C0414,P084,5,2023-01-03,Pay,Home,348.97,Rachel,22,Female,New Elizabethland,1744.8500000000001
862,O00863,C0235,P087,5,2023-01-09,Body,Footwear,585.47,Alyssa,33,Female,Sandovalberg,2927.3500000000004
863,O00864,C0077,P095,5,2023-01-25,Program,Clothing,23.02,Angela,25,Male,Port Jasonton,115.1
864,O00865,C0120,P010,1,2023-01-02,Able,Home,683.1,Danielle,40,Male,Underwoodchester,683.1
865,O00866,C0377,P019,4,2023-01-13,Feeling,Accessories,128.68,Joshua,46,Male,North Isabella,514.72
866,O00867,C0335,P003,4,2023-01-13,Number,Home,339.92,Robert,45,Female,Oconnellfort,1359.68
867,O00868,C0465,P080,1,2023-01-11,Organization,Footwear,642.94,Tyler,22,Male,New Crystalhaven,642.94
868,O00869,C0125,P090,2,2023-01-02,Perform,Electronics,947.55,Jodi,57,Male,Valdezberg,1895.1
869,O00870,C0008,P023,1,2023-01-09,Seem,Footwear,71.16,Derrick,36,Male,Schmidtshire,71.16
870,O00871,C0464,P040,1,2023-01-31,Some,Electronics,380.06,Danielle,63,Male,Lake Calvin,380.06
871,O00872,C0234,P079,2,2023-01-27,Dream,Clothing,721.44,Gregory,23,Male,North Paula,1442.88
872,O00873,C0428,P076,1,2023-01-09,Amount,Electronics,154.17,Robert,36,Male,Waltertown,154.17
873,O00874,C0419,P014,1,2023-01-06,Yes,Footwear,414.78,Joseph,49,Female,Wilsonville,414.78
874,O00875,C0255,P077,5,2023-01-15,Government,Clothing,233.11,Jessica,45,Female,Ramoschester,1165.5500000000002
875,O00876,C0113,P009,2,2023-01-03,Manage,Accessories,258.37,Ryan,45,Male,North Thomashaven,516.74
876,O00877,C0219,P044,4,2023-01-16,Detail,Home,505.21,Steven,23,Female,West Dave,2020.84
877,O00878,C0167,P016,5,2023-01-30,Mind,Footwear,929.88,Brent,62,Male,Davidstad,4649.4
878,O00879,C0280,P018,3,2023-01-07,Maybe,Accessories,965.2,James,41,Male,Debramouth,2895.6000000000004
879,O00880,C0429,P028,1,2023-01-20,Work,Home,796.29,Kenneth,34,Female,Lisastad,796.29
880,O00881,C0304,P023,3,2023-01-13,Seem,Footwear,71.16,Scott,38,Male,Rosemouth,213.48
881,O00882,C0033,P016,3,2023-01-06,Mind,Footwear,929.88,Rebekah,33,Female,South Toniland,2789.64
882,O00883,C0073,P097,4,2023-01-21,Away,Home,932.46,Mary,53,Male,West Richardborough,3729.84
883,O00884,C0087,P090,3,2023-01-16,Perform,Electronics,947.55,Kathryn,43,Male,Brandiport,2842.6499999999996
884,O00885,C0284,P022,4,2023-01-04,Tax,Home,185.33,Robert,55,Male,Hoffmanberg,741.32
885,O00886,C0125,P075,1,2023-01-05,Some,Accessories,798.31,Jodi,57,Male,Valdezberg,798.31
886,O00887,C0069,P013,5,2023-01-18,Drive,Electronics,474.22,Sean,43,Male,Hebertport,2371.1000000000004
887,O00888,C0193,P100,2,2023-01-25,Everything,Home,922.89,Scott,61,Female,New Howard,1845.78
888,O00889,C0009,P063,1,2023-01-14,Table,Home,252.25,Jennifer,40,Male,Millsberg,252.25
889,O00890,C0004,P001,2,2023-01-07,Stage,Clothing,534.93,Sheri,60,Male,West Megan,1069.86
890,O00891,C0475,P012,5,2023-01-20,Section,Footwear,597.66,Brooke,54,Male,Edwardmouth,2988.2999999999997
891,O00892,C0455,P037,4,2023-01-21,Store,Home,395.48,Stephanie,33,Male,Danielmouth,1581.92
892,O00893,C0356,P099,4,2023-01-04,So,Electronics,698.17,Nathan,59,Male,Gonzalezfort,2792.68
893,O00894,C0355,P017,2,2023-01-30,Happen,Accessories,831.47,Christine,42,Female,Zunigastad,1662.94
894,O00895,C0074,P082,3,2023-01-15,West,Footwear,545.01,Lisa,31,Male,Pattersonton,1635.03
895,O00896,C0268,P058,4,2023-01-23,Job,Accessories,535.79,Gary,22,Female,Youngborough,2143.16
896,O00897,C0123,P023,5,2023-01-09,Seem,Footwear,71.16,Michael,52,Female,Jaketown,355.79999999999995
897,O00898,C0355,P005,5,2023-01-04,Protect,Footwear,68.06,Christine,42,Female,Zunigastad,340.3
898,O00899,C0093,P092,4,2023-01-02,Coach,Electronics,588.3,Laura,62,Male,Priceside,2353.2
899,O00900,C0314,P012,3,2023-01-03,Section,Footwear,597.66,Amy,63,Male,Lake Vanessa,1792.98
900,O00901,C0179,P054,1,2023-01-03,Follow,Electronics,338.23,Jennifer,50,Female,Howardton,338.23
901,O00902,C0286,P031,2,2023-01-19,Eat,Clothing,168.44,Brandon,37,Female,Richardshire,336.88
902,O00903,C0297,P042,4,2023-02-17,Find,Accessories,304.87,Sarah,33,Male,East Michael,1219.48
903,O00904,C0102,P096,3,2023-02-04,Service,Footwear,872.76,Kayla,41,Female,South Waynefurt,2618.2799999999997
904,O00905,C0118,P100,1,2023-02-20,Everything,Home,922.89,David,51,Female,Hannahburgh,922.89
905,O00906,C0167,P030,1,2023-02-12,Ask,Footwear,167.84,Brent,62,Male,Davidstad,167.84
906,O00907,C0122,P095,4,2023-02-28,Program,Clothing,23.02,David,54,Male,New Megan,92.08
907,O00908,C0446,P026,4,2023-02-25,North,Accessories,842.62,William,18,Male,South Kimberlyton,3370.48
908,O00909,C0457,P029,1,2023-02-18,Believe,Electronics,205.62,William,39,Female,New Kathrynberg,205.62
909,O00910,C0242,P075,4,2023-02-17,Some,Accessories,798.31,Julie,20,Male,Robinsonstad,3193.24
910,O00911,C0028,P056,2,2023-02-08,While,Footwear,795.06,Crystal,61,Male,Theodoreland,1590.12
911,O00912,C0111,P079,4,2023-02-15,Dream,Clothing,721.44,Paul,56,Male,Lake Laurenberg,2885.76
912,O00913,C0092,P050,3,2023-02-25,Operation,Accessories,626.12,Laurie,32,Male,West Gregory,1878.3600000000001
913,O00914,C0070,P059,2,2023-02-21,Network,Home,894.42,Charles,61,Female,South Patriciatown,1788.84
914,O00915,C0324,P046,3,2023-02-22,Around,Electronics,900.08,Lisa,47,Male,North Mariafort,2700.2400000000002
915,O00916,C0104,P043,2,2023-02-07,Force,Clothing,748.87,Wayne,34,Female,South Luismouth,1497.74
916,O00917,C0017,P089,5,2023-02-09,Value,Accessories,464.7,Desiree,39,Male,Moorestad,2323.5
917,O00918,C0031,P036,2,2023-02-02,News,Clothing,877.81,Neil,59,Female,East Kathytown,1755.62
918,O00919,C0057,P060,4,2023-02-07,Management,Home,789.65,Anthony,52,Male,New Douglasberg,3158.6
919,O00920,C0215,P022,3,2023-02-04,Tax,Home,185.33,Sara,19,Female,Samuelborough,555.99
920,O00921,C0113,P038,5,2023-02-26,Black,Electronics,817.52,Ryan,45,Male,North Thomashaven,4087.6
921,O00922,C0081,P082,5,2023-02-05,West,Footwear,545.01,Heidi,38,Female,Figueroaborough,2725.05
922,O00923,C0464,P022,5,2023-02-22,Tax,Home,185.33,Danielle,63,Male,Lake Calvin,926.6500000000001
923,O00924,C0497,P071,2,2023-02-28,Same,Electronics,115.08,Susan,41,Male,Annaside,230.16
924,O00925,C0045,P053,5,2023-02-16,Be,Home,629.57,Antonio,42,Female,North Jenniferburgh,3147.8500000000004
925,O00926,C0251,P028,5,2023-02-16,Work,Home,796.29,Veronica,35,Female,Garciahaven,3981.45
926,O00927,C0243,P060,3,2023-02-06,Management,Home,789.65,Margaret,36,Male,Allenside,2368.95
927,O00928,C0008,P094,4,2023-02-06,North,Electronics,613.4,Derrick,36,Male,Schmidtshire,2453.6
928,O00929,C0377,P032,2,2023-02-22,Most,Clothing,815.5,Joshua,46,Male,North Isabella,1631.0
929,O00930,C0168,P056,5,2023-02-02,While,Footwear,795.06,Kathleen,23,Male,South Jasmineborough,3975.2999999999997
930,O00931,C0114,P076,2,2023-02-02,Amount,Electronics,154.17,Chelsea,24,Male,Thomaschester,308.34
931,O00932,C0468,P074,1,2023-02-21,Add,Electronics,400.3,Amy,43,Male,North Matthew,400.3
932,O00933,C0214,P006,1,2023-02-12,Keep,Electronics,990.01,Jennifer,36,Male,Judithstad,990.01
933,O00934,C0241,P094,5,2023-02-10,North,Electronics,613.4,William,43,Male,Berryside,3067.0
934,O00935,C0018,P055,5,2023-02-07,According,Footwear,143.58,Timothy,19,Female,Martinton,717.9000000000001
935,O00936,C0202,P062,1,2023-02-14,Program,Clothing,315.16,Andrea,19,Male,Josephbury,315.16
936,O00937,C0232,P064,2,2023-02-09,Likely,Home,745.23,Kenneth,50,Male,Jenniferstad,1490.46
937,O00938,C0043,P072,1,2023-02-11,Phone,Footwear,847.22,Tiffany,35,Male,East Annabury,847.22
938,O00939,C0355,P094,4,2023-02-20,North,Electronics,613.4,Christine,42,Female,Zunigastad,2453.6
939,O00940,C0487,P028,2,2023-02-26,Work,Home,796.29,Christina,62,Male,Rivasburgh,1592.58
940,O00941,C0184,P038,2,2023-02-25,Black,Electronics,817.52,Diane,20,Male,Port Kennethtown,1635.04
941,O00942,C0332,P012,1,2023-02-15,Section,Footwear,597.66,Thomas,52,Male,Port Cassidy,597.66
942,O00943,C0246,P086,3,2023-02-02,Edge,Home,908.91,Kevin,24,Male,East Joelshire,2726.73
943,O00944,C0083,P091,4,2023-02-04,Foot,Clothing,157.58,Amanda,62,Female,Port Ronaldshire,630.32
944,O00945,C0440,P074,5,2023-02-24,Add,Electronics,400.3,Hannah,64,Female,Heatherbury,2001.5
945,O00946,C0013,P059,4,2023-02-02,Network,Home,894.42,Mindy,53,Female,Leemouth,3577.68
946,O00947,C0396,P018,4,2023-02-18,Maybe,Accessories,965.2,Katherine,45,Female,North Maria,3860.8
947,O00948,C0095,P048,4,2023-02-06,Consumer,Clothing,545.84,Juan,42,Female,Patriciamouth,2183.36
948,O00949,C0361,P082,1,2023-02-06,West,Footwear,545.01,Bradley,41,Female,Davidville,545.01
949,O00950,C0441,P081,1,2023-02-26,Change,Accessories,695.48,Tyler,51,Male,East Shelly,695.48
950,O00951,C0198,P089,3,2023-02-01,Value,Accessories,464.7,Mark,41,Male,Davidfurt,1394.1
951,O00952,C0272,P005,3,2023-02-16,Protect,Footwear,68.06,Destiny,58,Male,Pamelachester,204.18
952,O00953,C0219,P097,3,2023-02-17,Away,Home,932.46,Steven,23,Female,West Dave,2797.38
953,O00954,C0358,P079,5,2023-02-04,Dream,Clothing,721.44,Catherine,20,Male,East David,3607.2000000000003
954,O00955,C0295,P027,1,2023-02-03,Ahead,Clothing,144.07,Jason,19,Female,Lake Tyler,144.07
955,O00956,C0318,P043,1,2023-02-08,Force,Clothing,748.87,Lisa,62,Female,Williamfurt,748.87
